Slno,Regn. No.,"CE
102",(3),"CH
101",(4),"CH
111",(2),"CS
101",(4),"CS
111",(2),EAA01,(0),EAA02,(0),"EC
101",(4),"EC
111",(2),"MA
102",(4),"ME
111",(2),GP,SGPA,CGPA,EAA
131,2314132,7,BC,4,DD,9,AB,6,CC,8,BB,0,F,0,F,4,DD,8,BB,121,4.32,4.51,-
132,2314133,9,AB,9,AB,9,AB,8,BB,8,BB,10,AA,7,BC,9,AB,9,AB,243,8.68,8.31,-
133,2314134,6,CC,6,CC,9,AB,7,BC,9,AB,6,CC,4,DD,6,CC,10,AA,183,6.54,6.93,-
134,2314135,10,AA,9,AB,9,AB,9,AB,8,BB,10,AA,9,AB,9,AB,10,AA,259,9.25,9.35,-
135,2314136,7,BC,7,BC,9,AB,9,AB,8,BB,8,BB,5,CD,6,CC,9,AB,204,7.29,7.09,-
136,2314137,5,CD,5,CD,9,AB,8,BB,8,BB,6,CC,0,F,5,CD,8,BB,153,5.46,5.51,-
137,2314138,8,BB,6,CC,8,BB,8,BB,8,BB,6,CC,5,CD,7,BC,8,BB,192,6.86,6.6,-
138,2314139,8,BB,8,BB,9,AB,7,BC,8,BB,9,AB,6,CC,9,AB,9,AB,225,8.04,7.85,-
139,2314140,7,BC,7,BC,9,AB,9,AB,8,BB,6,CC,0,F,6,CC,9,AB,176,6.29,6.25,-
140,2314141,9,AB,8,BB,10,AA,10,AA,8,BB,7,BC,8,BB,9,AB,10,AA,241,8.61,8.73,-
141,2314142,9,AB,8,BB,10,AA,9,AB,9,AB,8,BB,7,BC,9,AB,10,AA,240,8.57,8.56,-
142,2314143,9,AB,6,CC,9,AB,8,BB,9,AB,8,BB,4,DD,6,CC,8,BB,199,7.11,7.36,-
143,2314144,9,AB,9,AB,9,AB,10,AA,9,AB,10,AA,7,BC,9,AB,10,AA,253,9.04,8.91,-
144,2314145,8,BB,5,CD,9,AB,9,AB,9,AB,4,DD,4,DD,6,CC,9,AB,181,6.46,6.56,-
Slno,Regn. No.,CE 101,(3),EE 101,(4),EE 111,(2),HS 101,(3),HS 111,(2),MA 102,(4),ME 101,(4),PH 101,(4),PH 111,(2),GP,SGPA,CGPA,EAA
145,2314146,9,AB,8,BB,9,AB,8,BB,9,AB,10,AA,10,AA,9,AB,10,AA,255,9.11,8.8,-
146,2314147,9,AB,8,BB,9,AB,9,AB,9,AB,8,BB,6,CC,8,BB,10,AA,230,8.21,8.38,-
147,2314148,9,AB,8,BB,9,AB,9,AB,9,AB,8,BB,6,CC,7,BC,9,AB,224,8.00,7.91,-
148,2314149,7,BC,8,BB,6,CC,9,AB,9,AB,7,BC,7,BC,8,BB,7,BC,212,7.57,7.53,-
149,2314151,8,BB,8,BB,9,AB,9,AB,8,BB,9,AB,5,CD,8,BB,8,BB,221,7.89,8.15,-
150,2314152,8,BB,8,BB,9,AB,10,AA,9,AB,9,AB,5,CD,8,BB,10,AA,230,8.21,7.85,-
151,2314153,7,BC,6,CC,9,AB,9,AB,8,BB,7,BC,5,CD,5,CD,9,AB,192,6.86,6.98,-
152,2314154,9,AB,8,BB,9,AB,10,AA,8,BB,10,AA,8,BB,9,AB,9,AB,249,8.89,8.75,-
153,2314155,9,AB,6,CC,10,AA,9,AB,8,BB,7,BC,6,CC,6,CC,10,AA,210,7.50,7.29,-
154,2314156,7,BC,7,BC,9,AB,8,BB,8,BB,7,BC,5,CD,7,BC,7,BC,197,7.04,6.35,-
155,2314157,9,AB,9,AB,9,AB,8,BB,8,BB,9,AB,5,CD,9,AB,9,AB,231,8.25,7.75,-
156,2314158,8,BB,7,BC,9,AB,9,AB,8,BB,8,BB,0,F,6,CC,8,BB,185,6.61,6.36,-
157,2314159,6,CC,5,CD,9,AB,9,AB,8,BB,7,BC,4,DD,7,BC,8,BB,187,6.68,6.53,-
158,2314160,9,AB,8,BB,10,AA,10,AA,8,BB,10,AA,8,BB,10,AA,10,AA,257,9.18,9.13,-
159,2314161,4,DD,4,DD,9,AB,7,BC,8,BB,0,F,0,F,4,DD,7,BC,113,4.04,4.56,-
160,2314162,6,CC,4,DD,7,BC,5,CD,8,BB,0,F,0,F,4,DD,4,DD,103,3.68,4.15,-
161,2314163,6,CC,5,CD,9,AB,6,CC,9,AB,4,DD,0,F,0,F,5,CD,118,4.21,4.45,-
162,2314164,6,CC,6,CC,9,AB,6,CC,8,BB,6,CC,0,F,4,DD,5,CD,144,5.14,5.05,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
1,2315001,8,BB,10,AA,10,AA,10,AA,9,AB,9,AB,9,AB,10,AA,8,BB,252,9.33,9.13,-
2,2315002,8,BB,9,AB,10,AA,9,AB,10,AA,10,AA,10,AA,10,AA,10,AA,256,9.48,9.07,-
3,2315003,6,CC,6,CC,10,AA,5,CD,8,BB,8,BB,9,AB,8,BB,6,CC,192,7.11,7,-
4,2315004,5,CD,5,CD,9,AB,4,DD,8,BB,4,DD,9,AB,5,CD,4,DD,147,5.44,4.96,-
5,2315005,7,BC,9,AB,10,AA,9,AB,9,AB,9,AB,9,AB,8,BB,7,BC,231,8.56,8.33,-
6,2315006,5,CD,6,CC,10,AA,4,DD,8,BB,6,CC,8,BB,6,CC,7,BC,169,6.26,5.89,-
7,2315007,7,BC,8,BB,10,AA,8,BB,10,AA,7,BC,9,AB,10,AA,9,AB,229,8.48,8.35,-
8,2315008,7,BC,10,AA,10,AA,7,BC,8,BB,10,AA,9,AB,9,AB,10,AA,239,8.85,8.75,-
9,2315009,8,BB,9,AB,10,AA,10,AA,10,AA,9,AB,10,AA,9,AB,10,AA,252,9.33,8.51,-
10,2315010,6,CC,8,BB,10,AA,8,BB,9,AB,9,AB,10,AA,9,AB,9,AB,230,8.52,8.49,-
11,2315011,7,BC,9,AB,10,AA,9,AB,10,AA,8,BB,9,AB,7,BC,10,AA,231,8.56,8.2,-
12,2315012,6,CC,8,BB,9,AB,6,CC,9,AB,9,AB,9,AB,8,BB,9,AB,214,7.93,7.56,-
13,2315013,7,BC,9,AB,10,AA,10,AA,10,AA,10,AA,10,AA,10,AA,8,BB,253,9.37,9.16,-
14,2315014,6,CC,9,AB,10,AA,7,BC,9,AB,7,BC,10,AA,7,BC,8,BB,212,7.85,7.56,-
15,2315015,6,CC,8,BB,10,AA,6,CC,8,BB,9,AB,9,AB,9,AB,6,CC,212,7.85,7.75,-
16,2315016,10,AA,9,AB,10,AA,6,CC,8,BB,9,AB,9,AB,6,CC,10,AA,224,8.30,7.95,-
17,2315017,6,CC,9,AB,9,AB,9,AB,10,AA,9,AB,10,AA,8,BB,9,AB,234,8.67,7.76,-
18,2315018,5,CD,6,CC,10,AA,5,CD,8,BB,8,BB,9,AB,7,BC,9,AB,191,7.07,6.67,-
19,2315019,7,BC,9,AB,10,AA,6,CC,9,AB,9,AB,10,AA,6,CC,10,AA,219,8.11,8.02,-
20,2315020,8,BB,9,AB,9,AB,7,BC,9,AB,7,BC,9,AB,7,BC,10,AA,218,8.07,7.8,-
21,2315021,8,BB,9,AB,9,AB,6,CC,8,BB,8,BB,10,AA,8,BB,9,AB,220,8.15,8.04,-
22,2315022,8,BB,9,AB,9,AB,8,BB,9,AB,8,BB,9,AB,9,AB,8,BB,230,8.52,7.76,-
23,2315023,8,BB,7,BC,10,AA,6,CC,8,BB,10,AA,9,AB,8,BB,8,BB,218,8.07,7.53,-
24,2315024,5,CD,9,AB,10,AA,5,CD,8,BB,7,BC,9,AB,7,BC,8,BB,197,7.30,6.91,-
25,2315025,6,CC,8,BB,10,AA,8,BB,9,AB,9,AB,8,BB,9,AB,9,AB,226,8.37,8.18,-
26,2315026,6,CC,8,BB,9,AB,5,CD,8,BB,7,BC,9,AB,6,CC,9,AB,192,7.11,6,-
27,2315027,7,BC,7,BC,10,AA,5,CD,8,BB,7,BC,9,AB,7,BC,7,BC,193,7.15,6.85,-
28,2315028,9,AB,9,AB,10,AA,8,BB,9,AB,10,AA,9,AB,8,BB,8,BB,239,8.85,8.31,-
29,2315029,7,BC,7,BC,10,AA,7,BC,8,BB,6,CC,9,AB,7,BC,7,BC,197,7.30,7.2,-
30,2315030,7,BC,6,CC,10,AA,7,BC,9,AB,5,CD,9,AB,5,CD,7,BC,183,6.78,6.42,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
31,2315031,7,BC,9,AB,10,AA,9,AB,9,AB,9,AB,9,AB,10,AA,9,AB,243,9.00,8.78,-
32,2315032,7,BC,9,AB,10,AA,8,BB,9,AB,9,AB,9,AB,8,BB,9,AB,231,8.56,8.36,-
33,2315033,6,CC,7,BC,9,AB,6,CC,8,BB,6,CC,9,AB,5,CD,8,BB,182,6.74,6.38,-
34,2315034,8,BB,9,AB,10,AA,8,BB,9,AB,9,AB,9,AB,10,AA,7,BC,238,8.81,8.69,-
35,2315035,6,CC,7,BC,9,AB,5,CD,8,BB,8,BB,9,AB,6,CC,5,CD,184,6.81,6.95,-
36,2315036,6,CC,7,BC,9,AB,6,CC,8,BB,9,AB,9,AB,7,BC,7,BC,200,7.41,7.4,-
37,2315037,5,CD,8,BB,9,AB,8,BB,9,AB,9,AB,9,AB,9,AB,8,BB,221,8.19,7.84,-
38,2315038,6,CC,8,BB,8,BB,7,BC,10,AA,8,BB,9,AB,8,BB,9,AB,214,7.93,7.76,-
39,2315039,8,BB,10,AA,9,AB,9,AB,10,AA,10,AA,9,AB,10,AA,9,AB,254,9.41,9.25,-
40,2315040,6,CC,9,AB,10,AA,9,AB,9,AB,9,AB,9,AB,7,BC,9,AB,228,8.44,8.47,-
41,2315041,8,BB,10,AA,9,AB,7,BC,9,AB,9,AB,9,AB,9,AB,7,BC,232,8.59,7.91,-
42,2315042,6,CC,8,BB,9,AB,7,BC,10,AA,9,AB,9,AB,7,BC,7,BC,212,7.85,7.4,-
43,2315043,8,BB,9,AB,8,BB,10,AA,10,AA,10,AA,9,AB,10,AA,8,BB,250,9.26,8.84,-
44,2315044,5,CD,5,CD,9,AB,4,DD,8,BB,5,CD,10,AA,5,CD,5,CD,155,5.74,5.53,-
45,2315045,6,CC,8,BB,9,AB,9,AB,10,AA,8,BB,9,AB,8,BB,7,BC,220,8.15,7.75,-
46,2315046,7,BC,8,BB,9,AB,9,AB,9,AB,9,AB,10,AA,7,BC,7,BC,223,8.26,7.82,-
47,2315047,6,CC,6,CC,9,AB,5,CD,8,BB,7,BC,9,AB,5,CD,8,BB,178,6.59,6.42,-
48,2315048,5,CD,5,CD,9,AB,4,DD,9,AB,7,BC,9,AB,7,BC,8,BB,177,6.56,6.91,-
49,2315049,8,BB,8,BB,8,BB,6,CC,10,AA,8,BB,9,AB,6,CC,8,BB,206,7.63,6.55,-
50,2315050,5,CD,7,BC,9,AB,10,AA,10,AA,9,AB,10,AA,8,BB,8,BB,225,8.33,8.13,-
51,2315051,6,CC,9,AB,10,AA,8,BB,9,AB,9,AB,9,AB,9,AB,9,AB,232,8.59,8.65,-
52,2315052,7,BC,10,AA,10,AA,10,AA,10,AA,10,AA,9,AB,9,AB,10,AA,255,9.44,9.29,-
53,2315053,6,CC,7,BC,8,BB,6,CC,8,BB,8,BB,8,BB,6,CC,7,BC,188,6.96,6.75,-
54,2315054,6,CC,7,BC,9,AB,5,CD,9,AB,6,CC,9,AB,6,CC,6,CC,180,6.67,6.6,-
55,2315055,8,BB,9,AB,10,AA,9,AB,10,AA,7,BC,9,AB,8,BB,10,AA,234,8.67,8.62,-
56,2315056,6,CC,9,AB,10,AA,9,AB,9,AB,9,AB,9,AB,7,BC,10,AA,230,8.52,8.15,-
57,2315057,9,AB,10,AA,10,AA,9,AB,9,AB,9,AB,9,AB,9,AB,9,AB,249,9.22,8.55,-
58,2315058,6,CC,8,BB,9,AB,8,BB,9,AB,8,BB,8,BB,9,AB,9,AB,220,8.15,7.93,-
59,2315059,6,CC,7,BC,10,AA,7,BC,9,AB,7,BC,9,AB,7,BC,7,BC,200,7.41,7.38,-
60,2315060,6,CC,9,AB,10,AA,7,BC,10,AA,8,BB,9,AB,9,AB,8,BB,224,8.30,7.8,-
61,2315061,10,AA,10,AA,10,AA,10,AA,10,AA,9,AB,8,BB,9,AB,9,AB,256,9.48,8.51,-
62,2315062,5,CD,6,CC,10,AA,7,BC,8,BB,7,BC,8,BB,5,CD,9,AB,185,6.85,6.04,-
63,2315063,7,BC,9,AB,9,AB,7,BC,9,AB,7,BC,9,AB,8,BB,9,AB,217,8.04,7.84,-
64,2315064,8,BB,10,AA,10,AA,9,AB,10,AA,10,AA,9,AB,8,BB,10,AA,250,9.26,8.84,-
65,2315065,8,BB,10,AA,10,AA,7,BC,10,AA,9,AB,9,AB,8,BB,9,AB,236,8.74,8,-
66,2315066,6,CC,9,AB,10,AA,9,AB,10,AA,10,AA,10,AA,10,AA,9,AB,248,9.19,8.47,-
67,2315067,6,CC,8,BB,8,BB,6,CC,10,AA,7,BC,9,AB,8,BB,7,BC,202,7.48,7.29,-
68,2315068,5,CD,6,CC,8,BB,4,DD,8,BB,6,CC,9,AB,4,DD,7,BC,159,5.89,5.89,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
69,2315069,6,CC,7,BC,10,AA,6,CC,9,AB,5,CD,9,AB,7,BC,8,BB,190,7.04,7.02,-
70,2315070,10,AA,10,AA,10,AA,9,AB,10,AA,10,AA,8,BB,8,BB,10,AA,254,9.41,8.98,-
71,2315072,7,BC,7,BC,8,BB,5,CD,9,AB,6,CC,9,AB,8,BB,8,BB,193,7.15,6.53,-
72,2315073,8,BB,8,BB,9,AB,6,CC,9,AB,7,BC,9,AB,8,BB,9,AB,212,7.85,6.69,-
73,2315074,6,CC,9,AB,10,AA,7,BC,9,AB,8,BB,9,AB,8,BB,9,AB,220,8.15,7.78,-
74,2315075,6,CC,8,BB,10,AA,6,CC,9,AB,8,BB,9,AB,7,BC,8,BB,206,7.63,7.33,-
75,2315076,5,CD,8,BB,9,AB,8,BB,9,AB,8,BB,9,AB,7,BC,7,BC,207,7.67,7.2,-
76,2315077,6,CC,9,AB,9,AB,8,BB,9,AB,7,BC,9,AB,8,BB,9,AB,218,8.07,7.85,-
77,2315078,6,CC,9,AB,9,AB,7,BC,10,AA,9,AB,10,AA,7,BC,9,AB,222,8.22,8.11,-
78,2315079,5,CD,7,BC,9,AB,6,CC,9,AB,7,BC,9,AB,6,CC,9,AB,191,7.07,6.8,-
79,2315080,5,CD,7,BC,8,BB,5,CD,10,AA,9,AB,9,AB,7,BC,7,BC,195,7.22,6.69,-
80,2315081,7,BC,9,AB,10,AA,7,BC,9,AB,10,AA,9,AB,9,AB,8,BB,233,8.63,8.13,-
81,2315082,6,CC,7,BC,9,AB,7,BC,10,AA,8,BB,8,BB,7,BC,8,BB,204,7.56,6.42,-
82,2315083,8,BB,9,AB,10,AA,10,AA,9,AB,9,AB,9,AB,10,AA,8,BB,248,9.19,8.91,-
83,2315084,7,BC,7,BC,9,AB,9,AB,10,AA,8,BB,9,AB,7,BC,10,AA,221,8.19,7.4,-
84,2315085,6,CC,8,BB,9,AB,7,BC,8,BB,9,AB,8,BB,9,AB,7,BC,214,7.93,7.89,-
85,2315086,8,BB,8,BB,9,AB,8,BB,10,AA,8,BB,8,BB,5,CD,9,AB,212,7.85,7.33,-
86,2315087,8,BB,7,BC,8,BB,5,CD,8,BB,8,BB,8,BB,5,CD,7,BC,186,6.89,6.62,-
87,2315088,6,CC,7,BC,9,AB,8,BB,9,AB,7,BC,8,BB,7,BC,7,BC,200,7.41,7.4,-
88,2315089,5,CD,5,CD,9,AB,5,CD,8,BB,6,CC,8,BB,6,CC,8,BB,169,6.26,6.15,-
89,2315090,6,CC,9,AB,9,AB,8,BB,9,AB,9,AB,9,AB,8,BB,9,AB,226,8.37,8.04,-
90,2315091,8,BB,8,BB,9,AB,6,CC,10,AA,9,AB,9,AB,8,BB,7,BC,218,8.07,7.69,-
91,2315092,6,CC,8,BB,9,AB,8,BB,9,AB,8,BB,9,AB,7,BC,8,BB,212,7.85,7.55,-
92,2315093,7,BC,8,BB,10,AA,9,AB,9,AB,7,BC,9,AB,7,BC,9,AB,219,8.11,7.53,-
93,2315094,5,CD,7,BC,9,AB,8,BB,9,AB,5,CD,8,BB,6,CC,0,F,171,6.33,6.78,-
94,2315095,8,BB,9,AB,10,AA,5,CD,9,AB,8,BB,9,AB,7,BC,7,BC,210,7.78,7.87,-
95,2315096,10,AA,10,AA,10,AA,9,AB,10,AA,10,AA,9,AB,10,AA,8,BB,260,9.63,9.25,-
96,2315097,7,BC,10,AA,10,AA,8,BB,9,AB,10,AA,9,AB,8,BB,7,BC,235,8.70,8.45,-
97,2315098,6,CC,9,AB,10,AA,7,BC,9,AB,8,BB,9,AB,8,BB,7,BC,216,8.00,7.73,-
98,2315099,7,BC,7,BC,10,AA,8,BB,9,AB,7,BC,9,AB,7,BC,8,BB,209,7.74,7.04,-
99,2315100,6,CC,6,CC,9,AB,4,DD,8,BB,5,CD,7,BC,5,CD,9,AB,164,6.07,4.51,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
1,2316001,8,BB,6,CC,9,AB,8,BB,9,AB,6,CC,8,BB,7,BC,7,BC,198,7.33,6.98,-
2,2316002,7,BC,5,CD,8,BB,6,CC,5,CD,4,DD,8,BB,5,CD,6,CC,155,5.74,6.22,-
3,2316003,8,BB,8,BB,9,AB,9,AB,10,AA,6,CC,9,AB,7,BC,6,CC,212,7.85,7.55,-
4,2316004,8,BB,8,BB,9,AB,9,AB,6,CC,8,BB,9,AB,6,CC,7,BC,210,7.78,7.51,-
5,2316005,4,DD,5,CD,9,AB,5,CD,5,CD,5,CD,9,AB,5,CD,6,CC,150,5.56,5.8,-
6,2316006,6,CC,4,DD,8,BB,5,CD,5,CD,0,F,8,BB,0,F,0,F,96,3.56,2.95,-
7,2316007,9,AB,9,AB,9,AB,6,CC,5,CD,7,BC,9,AB,7,BC,6,CC,201,7.44,7.65,-
8,2316008,9,AB,8,BB,9,AB,10,AA,10,AA,8,BB,9,AB,9,AB,7,BC,237,8.78,8.51,-
9,2316009,8,BB,9,AB,9,AB,7,BC,10,AA,7,BC,8,BB,8,BB,6,CC,214,7.93,7.55,-
10,2316010,9,AB,10,AA,9,AB,10,AA,10,AA,7,BC,9,AB,10,AA,7,BC,245,9.07,8.78,-
11,2316011,8,BB,9,AB,9,AB,9,AB,9,AB,7,BC,8,BB,6,CC,6,CC,212,7.85,7.65,-
12,2316012,8,BB,6,CC,8,BB,7,BC,7,BC,6,CC,8,BB,5,CD,5,CD,176,6.52,6.4,-
13,2316013,9,AB,10,AA,9,AB,9,AB,9,AB,7,BC,9,AB,10,AA,10,AA,245,9.07,8.64,-
14,2316014,7,BC,6,CC,9,AB,4,DD,7,BC,5,CD,8,BB,5,CD,7,BC,163,6.04,5.64,-
15,2316015,8,BB,7,BC,9,AB,6,CC,7,BC,5,CD,8,BB,5,CD,8,BB,180,6.67,6.75,-
16,2316017,10,AA,10,AA,10,AA,9,AB,9,AB,8,BB,9,AB,8,BB,8,BB,242,8.96,8.67,-
17,2316018,7,BC,7,BC,9,AB,8,BB,10,AA,8,BB,9,AB,9,AB,8,BB,221,8.19,7.78,-
18,2316019,6,CC,6,CC,9,AB,7,BC,8,BB,6,CC,9,AB,6,CC,7,BC,184,6.81,6.98,-
19,2316020,8,BB,10,AA,9,AB,10,AA,10,AA,7,BC,8,BB,9,AB,8,BB,238,8.81,8.71,-
20,2316021,9,AB,7,BC,9,AB,6,CC,10,AA,6,CC,8,BB,7,BC,8,BB,201,7.44,7.24,-
21,2316022,9,AB,9,AB,9,AB,9,AB,9,AB,8,BB,9,AB,9,AB,8,BB,237,8.78,8.84,-
22,2316023,8,BB,7,BC,9,AB,5,CD,5,CD,7,BC,8,BB,6,CC,8,BB,184,6.81,6.78,-
23,2316024,6,CC,8,BB,9,AB,6,CC,5,CD,7,BC,8,BB,8,BB,8,BB,194,7.19,7.13,-
24,2316025,8,BB,5,CD,9,AB,5,CD,5,CD,4,DD,8,BB,0,F,7,BC,138,5.11,4.27,-
25,2316026,8,BB,8,BB,9,AB,6,CC,7,BC,6,CC,8,BB,7,BC,6,CC,192,7.11,7.18,-
26,2316027,8,BB,7,BC,9,AB,7,BC,7,BC,6,CC,9,AB,7,BC,6,CC,194,7.19,6.89,-
27,2316028,8,BB,9,AB,9,AB,9,AB,7,BC,8,BB,9,AB,8,BB,6,CC,222,8.22,7.87,-
28,2316029,7,BC,7,BC,9,AB,6,CC,10,AA,6,CC,9,AB,7,BC,7,BC,195,7.22,6.75,-
29,2316030,8,BB,9,AB,9,AB,8,BB,8,BB,7,BC,8,BB,10,AA,8,BB,226,8.37,7.93,-
30,2316031,10,AA,9,AB,9,AB,7,BC,8,BB,7,BC,9,AB,7,BC,8,BB,218,8.07,7.84,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
31,2316032,8,BB,5,CD,9,AB,7,BC,7,BC,5,CD,9,AB,6,CC,7,BC,180,6.67,6.35,-
32,2316033,7,BC,6,CC,8,BB,5,CD,7,BC,4,DD,9,AB,5,CD,8,BB,165,6.11,6.55,-
33,2316034,7,BC,7,BC,9,AB,6,CC,7,BC,6,CC,9,AB,7,BC,8,BB,191,7.07,6.85,-
34,2316035,8,BB,8,BB,9,AB,8,BB,10,AA,6,CC,9,AB,7,BC,7,BC,210,7.78,7.22,-
35,2316036,8,BB,9,AB,9,AB,9,AB,8,BB,7,BC,9,AB,9,AB,7,BC,226,8.37,8,-
36,2316037,8,BB,6,CC,9,AB,6,CC,7,BC,0,F,7,BC,6,CC,7,BC,156,5.78,5.15,-
37,2316038,6,CC,8,BB,9,AB,5,CD,6,CC,6,CC,8,BB,7,BC,8,BB,184,6.81,7.07,-
38,2316039,9,AB,8,BB,9,AB,7,BC,6,CC,6,CC,9,AB,7,BC,8,BB,203,7.52,7.15,-
39,2316040,9,AB,6,CC,9,AB,6,CC,7,BC,5,CD,9,AB,0,F,6,CC,157,5.81,4.55,-
40,2316041,7,BC,6,CC,9,AB,6,CC,7,BC,4,DD,9,AB,4,DD,8,BB,167,6.19,6,-
41,2316042,8,BB,10,AA,9,AB,10,AA,6,CC,8,BB,9,AB,8,BB,8,BB,232,8.59,8.25,-
42,2316043,7,BC,6,CC,8,BB,5,CD,5,CD,6,CC,8,BB,6,CC,6,CC,167,6.19,6.33,-
43,2316044,8,BB,8,BB,10,AA,6,CC,6,CC,6,CC,6,CC,5,CD,7,BC,182,6.74,6.71,-
44,2316045,9,AB,10,AA,10,AA,10,AA,10,AA,8,BB,9,AB,9,AB,10,AA,253,9.37,9.16,-
45,2316046,8,BB,9,AB,10,AA,10,AA,10,AA,7,BC,8,BB,8,BB,8,BB,232,8.59,8.27,-
46,2316047,8,BB,9,AB,10,AA,8,BB,10,AA,7,BC,9,AB,7,BC,8,BB,222,8.22,8.2,-
47,2316048,8,BB,9,AB,9,AB,8,BB,10,AA,7,BC,8,BB,8,BB,7,BC,220,8.15,7.87,-
48,2316049,8,BB,7,BC,9,AB,7,BC,10,AA,7,BC,8,BB,6,CC,7,BC,200,7.41,7.27,-
49,2316050,6,CC,5,CD,9,AB,9,AB,10,AA,5,CD,7,BC,6,CC,6,CC,182,6.74,6.53,-
50,2316051,9,AB,9,AB,10,AA,6,CC,7,BC,6,CC,8,BB,8,BB,8,BB,209,7.74,7.71,-
51,2316052,8,BB,8,BB,10,AA,8,BB,8,BB,7,BC,7,BC,7,BC,8,BB,210,7.78,7.55,-
52,2316053,8,BB,9,AB,10,AA,8,BB,10,AA,7,BC,8,BB,8,BB,7,BC,222,8.22,7.96,-
53,2316054,9,AB,8,BB,10,AA,10,AA,10,AA,7,BC,7,BC,7,BC,9,AB,227,8.41,8.05,-
54,2316055,7,BC,6,CC,9,AB,7,BC,10,AA,6,CC,7,BC,7,BC,7,BC,191,7.07,7.18,-
55,2316056,8,BB,8,BB,10,AA,8,BB,10,AA,7,BC,7,BC,8,BB,9,AB,220,8.15,8.18,-
56,2316057,9,AB,8,BB,8,BB,6,CC,7,BC,5,CD,8,BB,7,BC,6,CC,189,7.00,6.67,-
57,2316058,8,BB,8,BB,10,AA,7,BC,7,BC,7,BC,7,BC,8,BB,7,BC,206,7.63,7.55,-
58,2316059,0,F,0,F,0,F,0,F,0,F,0,F,,,0,F,0,F,0,0.00,0,-
59,2316060,9,AB,10,AA,10,AA,10,AA,10,AA,8,BB,10,AA,10,AA,10,AA,259,9.59,9.22,-
60,2316061,6,CC,4,DD,9,AB,5,CD,6,CC,4,DD,6,CC,4,DD,6,CC,140,5.19,4.75,-
61,2316062,7,BC,7,BC,9,AB,7,BC,6,CC,6,CC,9,AB,7,BC,9,AB,195,7.22,7.38,-
62,2316063,8,BB,9,AB,10,AA,9,AB,10,AA,8,BB,7,BC,10,AA,10,AA,242,8.96,8.36,-
63,2316064,8,BB,8,BB,9,AB,8,BB,10,AA,7,BC,9,AB,8,BB,8,BB,220,8.15,7.8,-
64,2316065,8,BB,8,BB,10,AA,9,AB,10,AA,7,BC,9,AB,8,BB,8,BB,226,8.37,8,-
65,2316066,9,AB,9,AB,10,AA,10,AA,9,AB,7,BC,9,AB,7,BC,10,AA,235,8.70,8.49,-
66,2316067,9,AB,7,BC,10,AA,7,BC,9,AB,6,CC,7,BC,7,BC,9,AB,205,7.59,6.91,-
67,2316068,8,BB,8,BB,10,AA,7,BC,10,AA,6,CC,6,CC,7,BC,7,BC,202,7.48,7.24,-
68,2316069,8,BB,7,BC,9,AB,5,CD,8,BB,4,DD,8,BB,6,CC,7,BC,176,6.52,6.25,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
69,2316070,8,BB,7,BC,9,AB,6,CC,9,AB,5,CD,7,BC,4,DD,8,BB,178,6.59,6,-
70,2316071,7,BC,8,BB,10,AA,9,AB,8,BB,7,BC,7,BC,6,CC,7,BC,205,7.59,7.04,-
71,2316072,8,BB,7,BC,10,AA,7,BC,9,AB,7,BC,9,AB,4,DD,9,AB,198,7.33,7.27,-
72,2316073,8,BB,7,BC,10,AA,8,BB,9,AB,6,CC,8,BB,7,BC,7,BC,204,7.56,7.55,-
73,2316074,8,BB,9,AB,10,AA,8,BB,9,AB,5,CD,7,BC,8,BB,6,CC,208,7.70,7.64,-
74,2316075,8,BB,6,CC,9,AB,9,AB,8,BB,5,CD,8,BB,5,CD,8,BB,190,7.04,7.16,-
75,2316076,8,BB,8,BB,10,AA,8,BB,7,BC,6,CC,8,BB,8,BB,7,BC,208,7.70,7.64,-
76,2316077,8,BB,8,BB,10,AA,9,AB,10,AA,7,BC,8,BB,8,BB,10,AA,228,8.44,8.44,-
77,2316078,7,BC,8,BB,10,AA,7,BC,5,CD,7,BC,8,BB,6,CC,8,BB,195,7.22,7.09,-
78,2316079,9,AB,8,BB,9,AB,8,BB,7,BC,5,CD,8,BB,9,AB,7,BC,209,7.74,7.42,-
